id,original,surface,pronunciation,class,extinct
9804,キャンベルアホウドリ,キャンベルアホウドリ,キャンベルアホウドリ,鳥類,no
9805,キャンベルコガモ,キャンベルコガモ,キャンベルコガモ,鳥類,no
9806,キャンベルハムスター,キャンベルハムスター,キャンベルハムスター,哺乳類,no
9807,キュウセン,キュウセン,キュウセン,魚類,no
9808,キュウリウオ,キュウリウオ,キュウリウオ,魚類,no
9809,キュウリエソ,キュウリエソ,キュウリエソ,魚類,no
9810,キューバウタムクドリモドキ,キューバウタムクドリモドキ,キューバウタムクドリモドキ,鳥類,no
9811,キューバカギハシトビ,キューバカギハシトビ,キューバカギハシトビ,鳥類,no
9812,キューバガラス,キューバガラス,キューバガラス,鳥類,no
9813,キューバクイナ,キューバクイナ,キューバクイナ,鳥類,no
9814,キューバシトド,キューバシトド,キューバシトド,鳥類,no
9815,キューバスズメフクロウ,キューバスズメフクロウ,キューバスズメフクロウ,鳥類,no
9816,キューバズツキガエル,キューバズツキガエル,キューバズツキガエル,両生類,no
9817,キューバソレノドン,キューバソレノドン,キューバソレノドン,哺乳類,no
9818,キューバハシボソキツツキ,キューバハシボソキツツキ,キューバハシボソキツツキ,鳥類,no
9819,キューバヒメエメラルドハチドリ,キューバヒメエメラルドハチドリ,キューバヒメエメラルドハチドリ,鳥類,no
9820,キューバブユムシクイ,キューバブユムシクイ,キューバブユムシクイ,鳥類,no
9821,キューバモズモドキ,キューバモズモドキ,キューバモズモドキ,鳥類,no
9822,キューバヨタカ,キューバヨタカ,キューバヨタカ,鳥類,no
9823,キューバワニ,キューバワニ,キューバワニ,爬虫類,no
9824,キューバンガー,キューバンガー,キューバンガー,魚類,no
9825,キユーバタイランチョウ,キユーバタイランチョウ,キユーバタイランチョウ,鳥類,no
9826,キョウジョスズメ,キョウジョスズメ,キョウジョスズメ,鳥類,no
9827,キリアナゴ,キリアナゴ,キリアナゴ,魚類,no
9828,キリウィナトゲバンディクート,キリウィナトゲバンディクート,キリウィナトゲバンディクート,哺乳類,no
9829,キリハシチメドリ,キリハシチメドリ,キリハシチメドリ,鳥類,no
9830,キルクディクディク,キルクディクディク,キルクディクディク,哺乳類,no
9831,キンイロガビチョウ,キンイロガビチョウ,キンイロガビチョウ,鳥類,no
9832,キンイロジェントルキツネザル,キンイロジェントルキツネザル,キンイロジェントルキツネザル,哺乳類,no
9833,キンイロダルマエナガ,キンイロダルマエナガ,キンイロダルマエナガ,鳥類,no
9834,キンイロネズミキツネザル,キンイロネズミキツネザル,キンイロネズミキツネザル,哺乳類,no
9835,キンイロヒキガエル,キンイロヒキガエル,キンイロヒキガエル,両生類,no
9836,キンイロヒヨドリ,キンイロヒヨドリ,キンイロヒヨドリ,鳥類,no
9837,キンイロヨタカ,キンイロヨタカ,キンイロヨタカ,鳥類,no
9838,キンエリハタオリ,キンエリハタオリ,キンエリハタオリ,鳥類,no
9839,キンエリヒワ,キンエリヒワ,キンエリヒワ,鳥類,no
9840,キンカブリゴシキドリ,キンカブリゴシキドリ,キンカブリゴシキドリ,鳥類,no
9841,キンカムリブチタイランチョウ,キンカムリブチタイランチョウ,キンカムリブチタイランチョウ,鳥類,no
9842,キンカンメガネモズ,キンカンメガネモズ,キンカンメガネモズ,鳥類,no
9843,キンガオサキ,キンガオサキ,キンガオサキ,哺乳類,no
9844,キンガオモズガラ,キンガオモズガラ,キンガオモズガラ,鳥類,no
9845,キンギョハナダイ,キンギョハナダイ,キンギョハナダイ,魚類,no
9846,キンクロシメ,キンクロシメ,キンクロシメ,鳥類,no
9847,キングクリップ,キングクリップ,キングクリップ,魚類,no
9848,キングコブラ,キングコブラ,キングコブラ,爬虫類,no
9849,キングタケネズミ,キングタケネズミ,キングタケネズミ,哺乳類,no
9850,キングペンギン,キングペンギン,キングペンギン,鳥類,no
9851,キングマカレル,キングマカレル,キングマカレル,魚類,no
9852,キンコブサイチョウ,キンコブサイチョウ,キンコブサイチョウ,鳥類,no
9853,キンゴシフウキンチョウ,キンゴシフウキンチョウ,キンゴシフウキンチョウ,鳥類,no
9854,キンゴシリスザル,キンゴシリスザル,キンゴシリスザル,哺乳類,no
9855,キンスジサラマンダー,キンスジサラマンダー,キンスジサラマンダー,両生類,no
9856,キンセンフエダイ,キンセンフエダイ,キンセンフエダイ,魚類,no
9857,キンソデウロコインコ,キンソデウロコインコ,キンソデウロコインコ,鳥類,no
9858,キンタロドロガメ,キンタロドロガメ,キンタロドロガメ,爬虫類,no
9859,キンチャクダイ,キンチャクダイ,キンチャクダイ,魚類,no
9860,キンチャハシボソハタオリ,キンチャハシボソハタオリ,キンチャハシボソハタオリ,鳥類,no
9861,キントキダイ,キントキダイ,キントキダイ,魚類,no
9862,キンハラツパイ,キンハラツパイ,キンハラツパイ,哺乳類,no
9863,キンバネオナガタイヨウチョウ,キンバネオナガタイヨウチョウ,キンバネオナガタイヨウチョウ,鳥類,no
9864,キンバネガビチョウ,キンバネガビチョウ,キンバネガビチョウ,鳥類,no
9865,キンバネハシナガタイランチョウ,キンバネハシナガタイランチョウ,キンバネハシナガタイランチョウ,鳥類,no
9866,キンバネマシコ,キンバネマシコ,キンバネマシコ,鳥類,no
9867,キンバネミドリインコ,キンバネミドリインコ,キンバネミドリインコ,鳥類,no
9868,キンバラインカハチドリ,キンバラインカハチドリ,キンバラインカハチドリ,鳥類,no
9869,キンバリーミツスイ,キンバリーミツスイ,キンバリーミツスイ,鳥類,no
9870,キンパラ,キンパラ,キンパラ,鳥類,no
9871,キンパラアメリカムシクイ,キンパラアメリカムシクイ,キンパラアメリカムシクイ,鳥類,no
9872,キンビタイアフリカツリスガラ,キンビタイアフリカツリスガラ,キンビタイアフリカツリスガラ,鳥類,no
9873,キンボウシマイコドリ,キンボウシマイコドリ,キンボウシマイコドリ,鳥類,no
9874,キンボシハシリバト,キンボシハシリバト,キンボシハシリバト,鳥類,no
9875,キンマユアメリカムシクイ,キンマユアメリカムシクイ,キンマユアメリカムシクイ,鳥類,no
9876,キンミノヒメアオバト,キンミノヒメアオバト,キンミノヒメアオバト,鳥類,no
9877,キンムツ,キンムツ,キンムツ,魚類,no
9878,キンムネバト,キンムネバト,キンムネバト,鳥類,no
9879,キンムネフウキンチョウ,キンムネフウキンチョウ,キンムネフウキンチョウ,鳥類,no
9880,キンムネホオグロ,キンムネホオグロ,キンムネホオグロ,鳥類,no
9881,キンムネワタアシハチドリ,キンムネワタアシハチドリ,キンムネワタアシハチドリ,鳥類,no
9882,キンメダイ,キンメダイ,キンメダイ,魚類,no
9883,キンメダマシ,キンメダマシ,キンメダマシ,魚類,no
9884,キンメハウチワドリ,キンメハウチワドリ,キンメハウチワドリ,鳥類,no
9885,キンメヒヨドリ,キンメヒヨドリ,キンメヒヨドリ,鳥類,no
9886,キンメミカドバト,キンメミカドバト,キンメミカドバト,鳥類,no
9887,キールウミワタリ,キールウミワタリ,キールウミワタリ,爬虫類,no
9888,ギアナアカクロカザリドリ,ギアナアカクロカザリドリ,ギアナアカクロカザリドリ,鳥類,no
9889,ギアナウズラ,ギアナウズラ,ギアナウズラ,鳥類,no
9890,ギアナコビトイルカ,ギアナコビトイルカ,ギアナコビトイルカ,哺乳類,no
9891,ギアナハシナガタイランチョウ,ギアナハシナガタイランチョウ,ギアナハシナガタイランチョウ,鳥類,no
9892,ギアナヨタカ,ギアナヨタカ,ギアナヨタカ,鳥類,no
9893,ギガントフィス,ギガントフィス,ギガントフィス,爬虫類,yes
9894,ギザミネヘビクビガメ,ギザミネヘビクビガメ,ギザミネヘビクビガメ,爬虫類,no
9895,ギス,ギス,ギス,魚類,no
9896,ギスカジカ,ギスカジカ,ギスカジカ,魚類,no
9897,ギチベラ,ギチベラ,ギチベラ,魚類,no
9898,ギニアモリアオゲラ,ギニアモリアオゲラ,ギニアモリアオゲラ,鳥類,no
9899,ギニアン・アンバージャック,ギニアン・アンバージャック,ギニアン・アンバージャック,魚類,no
9900,ギベリオブナ,ギベリオブナ,ギベリオブナ,魚類,no
9901,ギボンズチズガメ,ギボンズチズガメ,ギボンズチズガメ,爬虫類,no
9902,ギマ,ギマ,ギマ,魚類,no
9903,ギュンタートゲオジムグリヘビ,ギュンタートゲオジムグリヘビ,ギュンタートゲオジムグリヘビ,爬虫類,no
9904,ギュンターヒルヤモリ,ギュンターヒルヤモリ,ギュンターヒルヤモリ,爬虫類,no
9905,ギュンターヘラオヤモリ,ギュンターヘラオヤモリ,ギュンターヘラオヤモリ,爬虫類,no
9906,ギュンタームカシトカゲ,ギュンタームカシトカゲ,ギュンタームカシトカゲ,爬虫類,no
9907,ギリシャモグラ,ギリシャモグラ,ギリシャモグラ,哺乳類,no
9908,ギリシャリクガメ,ギリシャリクガメ,ギリシャリクガメ,爬虫類,no
9909,ギルクリステッラ・アエストゥアリア,ギルクリステッラ・アエストゥアリア,ギルクリステッラ・アエストゥアリア,魚類,no
9910,ギルバートトカゲ,ギルバートトカゲ,ギルバートトカゲ,爬虫類,no
9911,ギルバートネズミカンガルー,ギルバートネズミカンガルー,ギルバートネズミカンガルー,哺乳類,no
9912,ギルバートヨシキリ,ギルバートヨシキリ,ギルバートヨシキリ,鳥類,no
9913,ギンイソイワシ,ギンイソイワシ,ギンイソイワシ,魚類,no
9914,ギンイロヒゴロモ,ギンイロヒゴロモ,ギンイロヒゴロモ,鳥類,no
9915,ギンイワシ,ギンイワシ,ギンイワシ,魚類,no
9916,ギンカイツブリ,ギンカイツブリ,ギンカイツブリ,鳥類,no
9917,ギンカガミ,ギンカガミ,ギンカガミ,魚類,no
9918,ギンカタヒメアオバト,ギンカタヒメアオバト,ギンカタヒメアオバト,鳥類,no
9919,ギンガオエナガ,ギンガオエナガ,ギンガオエナガ,鳥類,no
9920,ギンザメ,ギンザメ,ギンザメ,魚類,no
9921,ギンタカノハ,ギンタカノハ,ギンタカノハ,魚類,no
9922,ギンダラ,ギンダラ,ギンダラ,魚類,no
9923,ギンノドアオカケス,ギンノドアオカケス,ギンノドアオカケス,鳥類,no
9924,ギンノドオナガカマドドリ,ギンノドオナガカマドドリ,ギンノドオナガカマドドリ,鳥類,no
9925,ギンノドフウキンチョウ,ギンノドフウキンチョウ,ギンノドフウキンチョウ,鳥類,no
9926,ギンパラ,ギンパラ,ギンパラ,鳥類,no
9927,ギンビタキ,ギンビタキ,ギンビタキ,鳥類,no
9928,ギンポ,ギンポ,ギンポ,魚類,no
9929,ギンミミガビチョウ,ギンミミガビチョウ,ギンミミガビチョウ,鳥類,no
9930,ギンミミミツスイ,ギンミミミツスイ,ギンミミミツスイ,鳥類,no
9931,ギンムネカッコウ,ギンムネカッコウ,ギンムネカッコウ,鳥類,no
9932,ギンメダイ,ギンメダイ,ギンメダイ,魚類,no
9933,ギンモリバト,ギンモリバト,ギンモリバト,鳥類,no
9934,ギンユゴイ,ギンユゴイ,ギンユゴイ,魚類,no
9935,ギンレブラジルアマガエル,ギンレブラジルアマガエル,ギンレブラジルアマガエル,両生類,no
9936,クァントンイモリ,クァントンイモリ,クァントンイモリ,両生類,no
9937,クイーンフィッシュ,クイーンフィッシュ,クイーンフィッシュ,魚類,no
9938,クエ,クエ,クエ,魚類,no
9939,クエスタカイギュウ,クエスタカイギュウ,クエスタカイギュウ,哺乳類,yes
9940,クギベラ,クギベラ,クギベラ,魚類,no
9941,クサアジ,クサアジ,クサアジ,魚類,no
